artist_name|title|release|track_id|start_of_fade_out|duration|year|artist_location
Hot Chip|Ready For The Floor (Radio Edit)|101 Running Songs|TRAOYQV12903CF8089|202.109|202.10893|2008|London
ZombieSuckers|The Nightmare Begins|Tales From The Undead|TRAOYZH12903CBE1FF|62.955|62.95465|2010|
PitchBlack|Satanic Majesty|Designed To Dislike|TRAOYZM12903CFF7C8|287.115|292.70159|0|Oakland, CA
OutKast|Wailin'|ATLiens|TRAOZEJ128F428CCEA|113.505|118.9873|1996|Atlanta, GA
LL Cool J / Freeway|What You Want|Todd Smith|TRAOZNT128F147089A|261.3|264.48934|2006|Bayshore, Long Island, NY
Joe McBride|On The Money|Texas Rhythm Club|TRAOZPF12903CF575D|250.683|258.35057|0|
Buckwheat Zydeco|Trouble (Studio)|Trouble|TRAOZSP128F4266331|219.051|233.50812|0|Lafayette, LA
Freddie McGregor|Ask You for a Dance|Strictly Lovers Rock Vol. 3|TRAOZSQ12903CE29D0|243.746|247.64036|0|
Fania All Stars|Soul makossa|Salsa Legende - Best of Fania All Stars|TRAPAAV128F426677B|337.885|342.30812|0|
Casiotone For The Painfully Alone|Bad People|Town Topic EP|TRAPADM128F92CD44E|26.801|26.80118|2008|
Ideal|Roter Rolls Royce|Ideal|TRAPAES128E0786E60|186.59|191.73832|0|Florida
Midnight Fish|Baby Here I Am|Midnight Fish|TRAPALM128F92CA44B|285.809|300.82567|0|
Tijuana Hercules|When The Moon Comes Up Wild|Tijuana Hercules|TRAPALW128F9337460|171.671|178.49424|0|Illinois
Mariano Yanani|Adagio (Albinoni)|Babies Go To Sleep|TRAPAPN128F429B08F|213.409|216.68526|0|
King Curtis|The Lone Prairie|Azure|TRAPARN128F426F815|120.75|127.03302|0|Fort Worth, TX
Albert Ayler|Music Is The Healing Force Of The Universe|Nuits De La Fondation Maeght 1970|TRAPARR12903CE2125|623.618|632.34567|1969|Cleveland, OH
Monty Are I|In This Legacy|Wall Of People|TRAPASL128F422BC00|232.885|245.10649|2006|Providence, RI
The Jackson Southernaires|When We All Get To Heaven|The Word In Song|TRAPAXK12903CEA22E|263.349|272.53506|0|Mississippi
Anti-Flag|Death Of A Nation|The Terror State|TRAPAZE128F4233355|109.389|115.53914|2003|Pittsburgh, PA
Cassie|Long Way 2 Go (Album Version)|Long Way 2 Go|TRAPBHY128F148946F|222.746|222.74567|2006|New London, CT
Bone Loc|King Bong|TRISKAIDEKAPHOBIA|TRAPBKP128F9302D16|325.718|329.63873|0|
Commander Cody And His Lost Planet Airmen|Riot In Cell Block #9|Live From Deep In The Heart Of Texas|TRAPBNC128F4250CD2|187.344|195.65669|1974|
Bobby Darin|Bullmoose (LP Version)|Sing & Swing With Bobby Darin|TRAPBNR128F42869AA|140.73|147.93098|2008|New York, NY [The Bronx]
Catherine Howe & Vo Fletcher|White Winter Hymnal|Going Home|TRAPBPB12903D1553B|234.063|242.62485|0|Yorkshire, England
Tex Williams|Start Even|Smoke! Smoke! Smoke!|TRAPBPL128F423F62D|185.731|191.242|0|Ramsey, Fayette County, IL
Hank Locklin|Send Me The Pillow You Dream On|"""Super Box Of Country - 35 Country Classics From the 50's_ 60's_ 70's And 80's"|TRAPBPP128F92F07BF|140.701|143.35955|1960|McLellan, FL
Johnny Osbourne|We Need Love|100% Dynamite|TRAPBSY128F4282B60|210.518|216.65914|1979|
Melt Banana|"How To Say ""Rip Them Off""_ Repeat After Me"|Cactuses Come In Flocks|TRAPBUF128F4278988|29.335|29.33506|0|
Asleep At The Wheel|I Hate Christmas|Santa Loves to Boogie|TRAPCDF128F425C03E|170.939|180.50567|2007|Paw Paw, WV
The Birds|No Good Without You|The Clarion Call|TRAPCDS128F147E530|155.15|162.66404|2001|Yiewsley, London, England
Lionel Rogg|Fantasia In C Major BWV 570|Bach: Organ Works Vol.2|TRAPCGA12903C980CF|163.701|171.72853|0|Geneva, Switzerland
Trivium|The Deceived|Ember To Inferno|TRAPCHT128F4239830|343.133|360.75057|2004|Orlando, FL
Hank Penny|Peroxide Blond|Penny Opus|TRAPCIS128F931F63D|128.|127.99955|0|Birmingham, AL
East To West|As Long As I Know|East To West|TRAPCJC128F933A5AC|244.802|253.59628|0|
Paquito Guzman|Cuando Seolvida El Amor|Direct Al Corazon|TRAPCLC128EF35AE0B|323.918|327.67955|0|
M83|You Appearing|Saturdays = Youth|TRAPCNK128F427D7B5|208.672|219.24526|2008|Antibes, France
Polkaholix|Machopolka|The Great Polka Swindle|TRAPCNM128F425B6D5|184.854|190.56281|2007|GERMANY
Glen Washington|Sitting In The Park (Medley)|Number One Girl|TRAPCNV128F93368A8|219.295|226.21995|0|
Marvin Hamlisch|Ride To Atlantis|The Spy Who Loved Me (Soundtrack)|TRAPCRV128F931425C|201.195|209.34485|1977|New York, NY
Bad Religion|The Lie|Process Of Belief|TRAPCVT128F428A9D0|134.031|138.84036|2002|Los Angeles, Ca
Jessica Simpson|Take My Breath Away|In This Skin (Standard Package)|TRAPDCB128F42824A6|185.278|196.12689|2004|Dallas, TX
Jim Breuer|Party In The Stomach (LP Version)|Smoke 'N' Breu|TRAPDHL128F145401B|468.132|478.92853|2002|
Vilma Palma|Lluvia De Acido|Grandes Exitos Vol. 2|TRAPDIH128F426DE71|192.488|202.78812|0|
Pursuit Of Happiness|She's So Young|Love Junk|TRAPDIO128F933C680|206.396|216.39791|1988|Toronto, Ontario, Canada
Antimatter|Expire|Lights Out|TRAPDOI128F9327982|450.694|479.45098|0|
Becoming The Archetype|End Of The Age|Dichotomy|TRAPDQG128F93018C0|371.032|389.95546|2008|Atlanta, GA
Storyville|Talk To Me|Dog Years|TRAPDUL12903CC4287|330.217|343.58812|1998|Texas
ISRAEL & NEW BREED|Not Forgotten|Alive In South Africa|TRAPDXB128F42AF71A|186.404|199.57506|0|
Karan Casey|Sliabh Geal gCua|Ceol Tacsi|TRAPDZK128F92F6527|184.599|189.88363|0|
Jeckyll & Hyde|Time Flies|The Album|TRAPDZT128F42A8498|213.682|220.55138|2007|Netherlands
Dionne Warwick|Don't Let My Teardrops Bother You (Album Version)|Just Being Myself|TRAPEBL128F149E768|235.294|243.85261|0|East Orange, NJ
Bad Brains|At The Movies (Live)|Youth Are Getting Restless|TRAPEBQ128F14554C2|170.449|170.44853|0|Washington, D.C.
Zeromancer|Send Me An Angel|Eurotrash|TRAPEHR128E0786D5A|221.414|236.53832|2001|
The Smashing Pumpkins|Rotten Apples|Rarities & B-Sides|TRAPEIN128E078892E|175.955|184.39791|1995|Chicago, IL
Redman|Muh- F***a|Malpractice|TRAPEPB128E07861CC|192.081|199.81016|2001|Newark, NJ
Miossec|Regarde Un Peu La France|Boire|TRAPEPI128F4226DDD|151.115|162.32444|1995|Brest, France
Don Gibson|Blue Blue Day|The Road More Traveled |TRAPESV128F92FE5E9|99.84|109.71383|1987|Shelby, North Carolina
Miriam Yeung|Yi Xing|Unlimited|TRAPEXA128F428B4F1|248.889|257.4624|0|
Jan Wayne|Groovin'|Gonna Move Ya!|TRAPFAQ128F14A050F|225.181|230.76526|2003|
Beherit|Witchcraft|The Oath of Black Blood|TRAPFBJ128F9308EE6|180.837|192.13016|1990|Helsinki
The Unborn Chikken Voices|Again And Again|Pay To Play|TRAPFCP128F92D772E|217.913|217.91302|0|
Kathy Troccoli|How Deep The Father's Love For Us|Draw Me Close|TRAPFCP128F9307630|179.275|195.02975|0|NASHVILLE, Tennessee
Jimmy Riley|Prophecy|Roots Techniques|TRAPFDK128F426F284|197.143|205.50485|0|
Les Bantous De La Capitale|Masuwa|Bakolo Mboka|TRAPFFR12903CDB202|331.134|341.05424|0|
Alicia Keys|If I Was Your Woman|Unplugged|TRAPFIP128F42AC31E|244.453|244.45342|2005|Harlem, New York
Pumpkin Buzzard|The Sector of Foliage|Knowledge Zombie|TRAPFJD12903CE20A7|266.902|271.49016|0|Missouri
Jim Kweskin|Eight More Miles To Louisville|Vanguard Visionaries|TRAPFLR128F92FAB4D|173.854|178.57261|0|Stamford, CT
Rooney|Jump In My Bed|Calling The World|TRAPFPH128F42269F6|184.866|199.28771|2007|Los Angeles, CA
Mariah Carey|Clown|Charmbracelet|TRAPFXX128E0785EBA|192.737|196.93669|2002|New York, New York
Kane|All I Can Do|All I Can Do|TRAPGAG128F42ADAF7|202.6|220.76036|2005|California - LA
Amorphis|Privilege of Evil (From the Privilege of Evil EP)|Karelian Isthmus|TRAPGCJ128F428CCD9|224.107|228.85832|0|
The Plimsouls|Women|Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go|TRAPGFN12903CB5BAC|192.13|192.13016|1981|
Sugar Minott|Jah Jah Children|Strictly Vocals 2|TRAPGGP128F92E83B3|177.789|185.99138|1977|Kingston, Jamaica
Alexisonfire|Mailbox Arson|Crisis|TRAPGKY128F42972A9|208.44|212.11383|2005|St. Catharines, ON, Canada
Bob Margolin|Lost Again|Hold Me To It|TRAPGNA128F421A89E|197.097|204.09424|0|Boston, MA
Aswad|Your Recipe|The Complete BBC Sessions|TRAPGOC128F932F01A|237.111|242.07628|0|West London, England
Jonny Lang|One Person At A Time|Turn Around|TRAPGOZ128F933A945|172.089|182.80444|2006|Fargo, ND
Ben Harper And The Blind Boys Of Alabama|Take My Hand|There Will Be A Light|TRAPGPZ128E0784AB8|232.525|234.65751|2004|
Sabda Brahma|Highest State of Consciousness|Sri Matsya|TRAPGXH128F426D205|246.48|254.64118|0|
Deitrick Haddon|Don't Take Your Spirit Away|Revealed|TRAPGYN128F92C40CC|222.198|234.47465|2008|
Jennifer Lopez|We Gotta Talk|J.Lo|TRAPHAH128F42677A4|244.535|247.77098|2001|The Bronx, New York
Dyango|Todo Tiene Su Fin|30 Grandes Exitos|TRAPHAW128F1479508|188.198|197.642|0|Massachusetts
Yahir|Amigo (Con el Coro de Infantes de la Basilica de Guadalupe)|No te apartes de mi|TRAPHDJ128F147CA17|239.752|253.28281|0|Hermosillo Sonora, Mexico
Shapeshifters|Chime|Global Gathering 2008|TRAPHFD12903CFCEA0|461.822|467.43465|2008|
Mikey Dread|Livin in the Jungle|Obsession|TRAPHPB12903CFE973|138.937|152.00608|0|Jamaica
Capital Tax|Givin' It Back|The Swoll Package|TRAPHPH12903CC250E|248.657|262.79138|0|
Francis Dhomont|Chiaroscuro|Cycle de l'erance|TRAPHQB128F424AB35|515.831|540.49914|0|
Joe Grushecky|Cracking Under Pressure 83|Outtakes and Demos 1975 -  2003|TRAPHQN12903CF7BC1|245.754|257.95873|0|
Groundhogs|Split Part One|U.S. Tour '72|TRAPHTR128F92F8634|596.677|601.3122|0|
AFI|Affliction|DECEMBERUNDERGROUND|TRAPHZT128F147A02B|318.996|328.72444|2006|Ukiah, CA
Cowboy Mouth|Jenny Says|Are You With Me?|TRAPHZY128F149579B|195.199|197.90322|0|
Papa Wemba|Bakwetu|Molokai|TRAPIGH128F1469B29|289.831|293.53751|1998|Kasai, Zaire
The Jeremy Spencer Band|Sunshine (Album Version)|Flee|TRAPIIR128F42555AE|317.55|327.05261|0|West Hartlepool, England
RUN-DMC|Miss Elaine|Tougher Than Leather|TRAPIIR128F42AEE95|185.234|185.23383|1988|
Mase|What You Want [feat. Total] (Album Version)|Harlem World *Cancelled*|TRAPIKQ128E07951D4|235.526|242.93832|0|
BoDeans|You Don't Get Much|Best Of Bodeans : Slash & Burn|TRAPIOP128F4287338|274.733|284.76036|1989|Waukesha WI
Carlos Vives|Decimas|Dejame Entrar|TRAPIPG128F42521C6|208.155|213.41995|0| 
Gang Starr|Mostly Tha Voice (Explicit)|Hard To Earn|TRAPISC128F14671D3|207.459|218.38322|1994|Boston, Massachusettes
The Jackson Southernaires|Leave You In The Hands|Hear Our Prayers O Lord|TRAPITQ12903CEFD48|206.071|212.40118|0|Mississippi
Caniche Hara-Kiri|Frigide|II|TRAPITR12903CFA4E5|174.684|178.15465|0|
Clarence Fountain|Beams Of Heaven|Collector's Edition|TRAPIWW128F42514F5|312.084|312.08444|0|Tyler, AL
Franco|On and on|Retro Years|TRAPJBL12903CE2AA7|211.087|217.86077|0|Sona-Bata, Zaire
Foo Fighters|Still|In Your Honour|TRAPJFL128F42AA7B4|293.645|313.10322|2005|Seattle, WA
Elephant Man|informa|Unstoppable Riddim|TRAPJJA12903CB022B|207.244|232.95955|0|Kingston, Jamaica
Lightnin' Hopkins|Everyday I Have The Blues|Jake Head Boogie|TRAPJJR128F92E132D|70.53|70.53016|1999|Centerville, TX
Vixen|American Dream|Vixen|TRAPJPD128F14572B3|239.009|259.60444|1988|California - LA
A-Studio|S.O.S.|S.O.S.|TRAPJTU128F147A054|414.424|421.27628|0|
Planet P Project|A Boy Who Can't Talk Part 2|Pink World|TRAPJYG128F9320780|67.245|74.762|1984|
Tom Petty And The Heartbreakers|Christmas All Over Again|Four Christmases|TRAPKBI128F92F9D33|239.119|254.98077|0|Gainesville, FL
Thirst|Planet E.|Thirst|TRAPKDK128EF33EEC0|231.77|237.5571|0|UK - England - South West
Faithless|I Want More - Part 1|Live At Alexandra Palace|TRAPKIJ128F42ACBC5|197.799|197.79873|0|London, England
F.I.R.|I Am Here|Let's Smile !|TRAPKJB12903CE3A70|218.552|232.48934|2009|
John Mayall & The Bluesbreakers|I'm Your Witchdoctor|Bluesbreakers With Eric Clapton - Deluxe Edition|TRAPKJT128F9311D9E|123.35|129.48853|1988|
The Edgar Broughton Band|Out Demons Out (Live) (2004 Digital Remaster)|Keep Them Freaks A Rollin' - Live At Abbey Road|TRAPKNH128F1467FBD|527.644|594.85995|0|
Eurythmics|Better To Have Lost In Love (Than Never To Have Loved)|3 Originals|TRAPKSE128F42AB9FB|293.349|305.10975|0|London, England
Boyz II Men|Motownphilly|Cooleyhighharmony - Expanded Edition|TRAPLBK128F930FDB4|235.259|245.75955|1991|Philadelphia, PA
Jay & The Americans|Tomorrow|Come A Little Bit Closer|TRAPLET128F145B049|169.378|173.58322|1990|New York, NY
1. Futurologischer Congress|Tokyo|Wer spricht|TRAPLGS128F14AFD78|128.998|135.41832|0|
Seguridad Social|Un Pensamiento|Que No Se Extinga La Llama!|TRAPLGZ128E0795B5C|278.386|278.38649|1991|
Malefaction|Abused And Unloved|Crush The Dream|TRAPLHS128F427FDD0|51.121|51.12118|0|
Champion Jack Dupree|One Scotch_ One Bourbon_ One Beer|The Sonet Blues Story|TRAPLIF128E078A3DE|239.102|254.24934|0|New Orleans, LA
Red Foley|Choc'late Ice Cream Cone|Hillbilly Fever|TRAPLJW128F4249C40|117.133|122.51383|0|Blue Lick, KY
Metallica|Metal Militia|Kill 'Em All|TRAPLMD128F932FF43|300.391|311.19628|1982|Los Angeles, CA
Rui Da Silva|On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub)|On My Mind - Remixes Part 2 (feat. Ben Onono)|TRAPLMY128F935E4E8|406.181|437.28934|0|London
Space Opera|Awake II|Space Opera II|TRAPLPR128F9309D8D|66.09|68.41424|0|
Beastie Boys|Eugene's Lament|Ill Communication|TRAPLSD128E0781A94|132.519|132.51873|1994|New York, NY
The Stooges|Lost In The Future (False Start -#1)|1970: The Complete Fun House Sessions|TRAPLYA128F14B065A|27.062|27.0624|0|Ann Arbor, MI
Rajery|Mihodina ny tany|Volontany|TRAPMAE128F93135D3|279.528|294.24281|0|
Johnny Horton|The Woman I Need (Honky Tonk Mind)|Honky Tonk Man:  The Essential Johnny Horton 1956-1960|TRAPMCS128F92E88C5|127.507|132.23138|2000|Los Angeles, CA
Johnny Carver|Goodtime Charlie's Got The Blues|Tie A Yellow Ribbon|TRAPMEK128F92E9DEF|159.91|169.27302|0|
Freddie King|Key To The Highway|The Four Kings Of Blues Guitar|TRAPMFR128F9316841|328.255|332.45995|1971|Gilmer, TX
Sukhbir|Balle Balle|Dil Kare|TRAPMHX128EF366392|331.598|339.87873|0|
Pyrolator|Passage To Melilla|Wunderland (plus Bonustracks)|TRAPMHX12903CB682B|166.435|180.24444|2005|
Atreyu|Blood Children (an Introduction) (Album Version)|The Curse|TRAPMIV128F422F1D3|74.344|74.34404|2004|Orange County, CA
Beogradski Sindikat|Plejersko ponasanje|Bssst.....Tisincina!|TRAPMMM128F932E204|295.126|298.68363|0|
Bomb Squad|Never Be (Bonus Track)|Before The L.O.X.|TRAPMQO128F92FCD49|115.696|115.69587|0|Connecticut
Ms. Dynamite|Natural High (Interlude)|A Little Deeper|TRAPMRB128E078E21E|51.304|56.13669|2002|London
Dixie Chicks|Hole In My Head|Fly|TRAPMRV128F92F5F4C|187.548|201.16853|1999|Austin, TX
Cartel|Georgia|Cartel|TRAPMTM128F425B4E5|224.096|234.1873|0|CHICAGO, US
Josh Turner|What It Ain't|Long Black Train|TRAPMTY128F1459DA1|203.378|207.93424|0|
Anneli Drecker|Fire Alarm|Tundra|TRAPMYO128F14903F5|249.498|262.50404|0|
Otis Spann|Someday Baby|The Complete Blue Horizon Sessions|TRAPMZJ128F42AFC5C|312.97|318.22322|1995|Jackson, MS
Janis Joplin|Get It While You Can|Cheap Thrills/Kozmic Blues/Pearl|TRAPNDJ128F427AB8A|196.522|205.53098|1971|Port Arthur, TX
Dexys Midnight Runners|Spiritual Passion (aka Dubious)|The Projected Passion Revue|TRAPNHG128F149CB35|193.881|202.39628|2007|Birmingham, England
Bad Company|Simple Man|Hard Rock Live|TRAPNII12903CEA4F8|296.124|296.12363|1976|England
Vangelis|Other Side Of Antarctica|Antarctica / China|TRAPNJP128F1463E4B|394.536|416.7571|1983|Volos, Greece
themselves|You Devil You|the no music.|TRAPNMR128F4296B0F|237.453|245.31546|2002|Oakland CA
Barbara Lynn|It Ain\x19t No Good To be Good |Voices Of Americana: Barbara Lynn |TRAPNMZ128F92EF15D|146.53|156.42077|0|Beaumont, TX
King Diamond|Shrine (Reissue) (Album Version)|Abigail|TRAPNOO128F423660C|245.075|263.57506|0|
Pat Metheny / Charlie Haden|Message To A Friend|Beyond The Missouri Sky|TRAPNQA128F1498B56|360.67|373.41995|0|Shenandoah, IA
Dave Brockie Experience|Too Much Stuff|Diarrhea Of A Madman|TRAPNQK128F934B0E7|96.7|100.10077|2001|
Jay & The Americans|Let's Lock The Door (And Throw Away The Key)|Come A Little Bit Closer|TRAPNQZ128F145B04E|140.661|149.89016|1990|New York, NY
Beat Pharmacy|Floating (Edit)|The Singles Part 1|TRAPNSM128F9343E74|545.994|569.46893|0|NY - New York City
Rhinoceros|You're My Girl (LP Version)|Rhinoceros|TRAPNWE128F1473AAA|267.32|280.24118|2002|UK - England - West Midlands
Bury Your Dead|A Devil's Ransom (Album Version)|Bury Your Dead|TRAPNYN128F4277985|147.992|151.71873|2008|Boston, Massachusetts
Williamson|Breathe Easy|The Trashcan Electric E.P.|TRAPNZR128EF3583E8|189.904|203.17995|2005|
Dilated Peoples|World On Wheels|Neighborhood Watch|TRAPOAD128E0788A38|233.349|236.59057|2004|Los Angeles, California
Tiny Tim|Stay Down Here Where You Belong|God Bless Tiny Tim: The Complete Reprise Studio Masters... And More|TRAPOEA12903CDBB5F|166.435|177.00526|1968|New York, NY
Mind Furniture|Hoop of Flame (III. Between Two Worlds)|Hoop of Flame|TRAPOEB12903CA4E41|212.393|221.04771|0|California - SF
Drouz|Turn Me Around|Drouz|TRAPOHB128F933B2D8|278.581|286.98077|0|
Rajery|Mahafinaritra|Volontany|TRAPOHX128F93135B0|211.296|219.48036|2005|
12 Gauge|Dawg Call (Acappella)|Dawg Call (Who Let the Dawgs Out)|TRAPOMC128F4254545|183.211|185.28608|0|
Die Bandbreite|Try to live|Komplett durch|TRAPOVI12903D0F7FD|278.297|289.38404|0|
Alan Silvestri|Full House|Night At The Museum|TRAPOYK128F426BE3B|81.502|81.50159|2006|New York, NY
Helmet|Tic|Betty|TRAPOYU128F42644C3|198.583|220.31628|1994|New York
Dynamite Deluxe|Zap Zap|Deluxe Soundsystem|TRAPPEH128F4294772|81.612|86.67383|2000|Germany
Bill Murk|Morning Has Broken|Intercessor|TRAPPPE128EF353210|158.302|170.26567|0|
The Baltimore Consort|The Beautiful Shepherdess of Arcadia|A Trip to Killburn|TRAPPUL128F9312995|575.692|614.00771|1996|
Foo Fighters|Overdrive|ONE BY ONE|TRAPPUN128F429400B|251.606|270.47138|2002|Seattle, WA
Rod Piazza & The Mighty Flyers|She Made My Blood Run Cold|For The Chosen Who|TRAPPYG128F930BAB9|249.034|257.2273|0|California - LA
Primordial|Here I Am King|Imrama|TRAPQBU128F934C32D|255.286|264.88118|1995|Dublin, Ireland
Michael Stanley Band|Chemistry|North Coast|TRAPQDB128F930BD28|166.446|173.42649|1981|
Planet P Project|Join The Parade (Album Version)|1931|TRAPQGA12903CB5184|260.644|271.82975|0|
Ragheb Alama|Albi Eshi\x19ha|The Selections-Special Edition|TRAPQID128F9338619|335.865|340.53179|0|
Pee Wee King|Slow Poke|The Fabulous Fifties Vol 4|TRAPQMG128F930DEC3|174.295|182.282|1989|Milwaukee, WI
Patsy Cline|A Poor Man's Roses|Music Trends - Country Busters|TRAPQNA128F93000EB|155.905|168.95955|1961|Gore, VA
Solitaire|I Still Want Your Love (Extended Mix)|Unreleased Tracks & B-Sides|TRAPQQE128F92F193F|468.648|492.45995|0|
Simon Harris|You Got Soul Loop (104bpm)|The Ultimate Breakbeat Collection|TRAPQQJ128EF3559DE|176.826|180.92363|0|
US Coast Guard Band|America The Beautiful|Patriotic Pride|TRAPQQP128F42142F6|193.649|200.41098|0|
Alvino Rey And His Orchestra|My Buddy|Big Band Favourites Vol 1|TRAPQRG128F930DF4B|184.361|193.74975|2005|
CoCo Lee|Sunny Day|Everyone Love The Live Concert Of Ms. Charming CoCo|TRAPQSK128F933068A|833.318|860.39465|0|
Pale Forest|Karma Violins|Transformation Hymns|TRAPQSO12903CD4CBF|171.804|183.61424|0|
Nestor Torres|Lluvias De Cristal|Sin Palabras (Without Words)|TRAPQSY12903CF53D1|271.755|277.7073|0|Miami, FL
Jane's Addiction|Standing In The Shower... Thinking ( LP Version )|Nothing's Shocking|TRAPQYF128F14B1051|180.924|185.15546|1988|Los Angeles, CA
Mystic Revelation of Rastafari|Song|Grounation|TRAPQYJ12903CD1E1A|106.51|118.282|0|
Isabel Pantoja|13 De Mayo|Sinfonia De La Copla|TRAPQYR128F42AD043|329.325|329.32526|0|
Cancer Bats|Dead Wrong|Bears_ Mayors_ Scraps and Bones|TRAPQZO12903CFA319|156.665|160.26077|2010|Toronto, Ontario, Canada
Captain Hollywood Project|All I Want|All I Want|TRAPRDY128F930DBA5|365.958|372.27057|1993|
Roy Rogers|I Never Picked Cotton|A Man from Duck Run/The Country Side of Roy Rogers|TRAPREX128F145DAD0|129.73|138.762|0|Redding, CA
Johnny Nash|I See God|The Quiet Hour|TRAPRGZ12903CB7132|180.988|187.0624|0|Houston, TX
Marc Lavoine|Je N'ai Plus Rien A Te Donner|C'Est Ca Lavoine|TRAPRLP128F429302A|193.329|203.15383|0|Longjumeau, France
John Mayer|Comfortable|Inside Wants Out|TRAPRQZ128F427E188|294.272|301.13914|0|Calcutta, India
Big Mama Thornton with Kansas Bill and his Orchestra|Hound Dog|A Lesson in Rock|TRAPRRP12903CD97E9|165.5|169.84771|1953|Montgomery, AL
Roy Drusky|Worried Mind|Heart Over Mind|TRAPRTL12903CE06D3|123.402|130.53342|0|Atlanta, GA
Jeanne Pruett|Love Me|Satin Sheets|TRAPRWQ128F92E9CCD|184.767|193.01832|1973|Pell City, AL
Mariano Yanani|Stuck In A Moment You can't Get Out Of|Babies Go U2|TRAPSAQ128F426953A|203.267|212.06159|2003|
The Irish Rovers|Up Among The Heather|Upon A Shamrock Shore/Songs Of Ireland And The Irish|TRAPSBI128F149D9EC|122.584|132.25751|0|Alberta, Canada
Wilks featuring jah mason|Have fi pray|It's a shame|TRAPSBW128F4275CB4|234.945|249.75628|0|
Angelo Badalamenti|Vera Begs Dylan|The Edge Of Love|TRAPSEQ128F932E8F2|199.558|209.89342|0|New Jersey
J.J. Cale|Losers|#8|TRAPSHW128F14560A6|146.187|160.62649|1983|Oklahoma City, OK
Bert Kaempfert And His Orchestra|Games People Play|One Lonely Night|TRAPSIJ128F1498B7E|163.741|175.38567|0|
All Shall Persih|The True Beast|The Price Of Existence|TRAPSJN128F422AF18|196.452|215.61424|2006|
John Digweed|Warung Beach|Clubplanet Volume 1|TRAPSLP12903CC80EC|460.8|460.79955|0|Hastings, England
White Heart|Answer The Call (Powerhouse Album Version)|Powerhouse|TRAPSLR128F4258D62|265.16|285.43955|0|
Vanessa Bell Armstrong|Wonderful One|Praise & Worship|TRAPSMC128F42BC76A|268.353|273.24036|0|Detroit, MI
Dropline|Fly Away From Here (Graduation Day) (Album Version)|You Are Here|TRAPSMF12903CD05E7|233.517|239.20281|0|
Tommy Sands|A Bundle Of Dreams|Sing Boy Sing|TRAPSUH12903CB1059|132.94|142.49751|0|UK - Northern Ireland
Missy Higgins|Don't Ever (Album Version)|The Sound Of White - Australian Version|TRAPSZU128E0785BD2|162.302|171.38893|0|Melbourne, Australia
Hi-Fi Companions|Amoria|Swingers In Paradise|TRAPTCZ12903CD4408|457.543|464.5873|2003|
Jope Ruonansuu|Aattelepa ite|Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite|TRAPTDE12903CD42B4|181.174|188.96934|2004|
Charlie Patton|34 Blues|A Spoonful Blues  Vol 1|TRAPTGG128F9326020|165.785|173.322|1934|Edwards, MS
Mr. Kilombo|De la mano de un chulo|El lado gamberro|TRAPTGW128F4277AA6|206.002|217.7824|0|
Adalberto Santiago|Tu Me Desesperas|Adalberto|TRAPTMB12903CDA80E|295.573|299.93751|1977|
Eddie|Lombrigas e os vermes|Metropolitano|TRAPTMR12903CA43F0|170.083|170.08281|0|
Akon|Don't Matter|Don't Matter|TRAPTOE128F4272000|243.212|249.39057|2006|St. Louis, MO
V Sinizter|Valentine's Day|Morning Star: Soul Of The Beast|TRAPTPD128F42940D0|197.689|205.73995|0|Michigan
Richard Hawley And Death Ramps_ Arctic Monkeys|Bad Woman|Teddy Picker|TRAPTQA128F42341FA|130.775|139.78077|2007|Sheffield, South Yorkshire, Engla
Stephan Micus|part 2 - Winterlight|On the Wing|TRAPTRB128F422915D|298.069|316.49914|2006|
Johnny Winter|Be Careful With A Fool|The Best Of Johnny Winter|TRAPTRH128F4271659|311.693|315.92444|1969|Beaumont, Texas
Raze|The Plan (The Plan Album Version)|The Plan|TRAPTVO128F14661D2|209.746|213.91628|0|Wisconsin
Yank Rachell|It Seems Like A Dream|Legendary Country Blues Artists - CD C|TRAPTXN128F424A172|166.104|172.59057|0|Brownsville, TN
Orbit|Break|La Mano|TRAPTYA128F934FC43|177.935|183.95383|0|
Kruger|Posledny Buntar`|Dusha Izuvera|TRAPTYS12903CD191F|382.462|387.16036|0|Lausanne, CH
Slipknot|Gently (Album Version)|Iowa|TRAPUDN128F423B45C|288.961|294.00771|0|Des Moines, Iowa
Grachan Moncur III|Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition)|Evolution (Rudy Van Gelder Edition)|TRAPUED128F92C5741|463.36|474.06975|0|New York
Rick Astley|Nature Boy|Portrait|TRAPUFL128F425A8F9|180.849|192.10404|2005|Newton-le-Willows, Merseyside, England
The Marx Brothers|End Title/Animal Crackers|Horse Feathers / Animal Crackers|TRAPUFV128F4231392|25.573|25.57342|0|New York City, New York
Sylvester Weaver|Alligator Blues|Sylvester Weaver Vol. 2 (1927)|TRAPUOJ128F429F4C1|170.109|182.77832|0|Louisville, KY
Orbital|I Don't Know You People|The Middle Of Nowhere|TRAPUVW128F42980AD|463.145|467.53914|1999|Sevenoaks, United Kingdom
Jason Mraz|Song For A Friend (Live From Montalvo)|Selections For Friends|TRAPUWG128EF3425E7|736.729|740.46649|2007|
